Job Title,Company Name,Location,Job Description,Salary Estimate,SQL,Python,Power_BI,Tableau,Excel
Junior Data Analyst,RetailPulse Systems,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$49K-$182K (Glassdoor est.),1,1,1,0,0
Data Scientist,Fintech Innovations,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$102K-$165K (Glassdoor est.),1,1,0,0,1
Business Analyst,RetailPulse Systems,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$91K-$141K (Glassdoor est.),0,0,0,0,0
Data Scientist,RetailPulse Systems,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$68K-$137K (Glassdoor est.),0,0,0,0,0
Data Engineer,TechCorp Solutions,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$69K-$190K (Glassdoor est.),0,0,0,0,0
Business Analyst,DataMetrics Inc,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$98K-$179K (Glassdoor est.),1,1,1,0,0
Data Engineer,Fintech Innovations,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$106K-$171K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,Fintech Innovations,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$88K-$162K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,TechCorp Solutions,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$52K-$168K (Glassdoor est.),1,1,1,0,0
Data Scientist,Fintech Innovations,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$45K-$190K (Glassdoor est.),0,0,0,0,0
Data Scientist,TechCorp Solutions,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$48K-$138K (Glassdoor est.),0,0,0,0,0
Data Scientist,RetailPulse Systems,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$94K-$149K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,DataMetrics Inc,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$61K-$179K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$100K-$178K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,RetailPulse Systems,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$84K-$151K (Glassdoor est.),1,1,0,0,1
Business Analyst,Fintech Innovations,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$112K-$176K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$51K-$138K (Glassdoor est.),1,0,1,0,0
Data Analyst,Fintech Innovations,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$115K-$150K (Glassdoor est.),0,0,0,0,0
Business Analyst,DataMetrics Inc,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$100K-$161K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$99K-$151K (Glassdoor est.),1,0,1,0,0
Business Analyst,DataMetrics Inc,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$44K-$145K (Glassdoor est.),1,1,1,0,0
Junior Data Analyst,TechCorp Solutions,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$108K-$180K (Glassdoor est.),0,0,0,0,0
Business Analyst,Global Health Analytics,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$48K-$137K (Glassdoor est.),0,0,0,0,0
Data Analyst,TechCorp Solutions,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$117K-$162K (Glassdoor est.),1,1,0,1,1
Data Scientist,TechCorp Solutions,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$103K-$172K (Glassdoor est.),1,0,1,0,0
Data Engineer,Fintech Innovations,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$54K-$190K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$105K-$184K (Glassdoor est.),1,1,1,0,0
Junior Data Analyst,Fintech Innovations,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$67K-$138K (Glassdoor est.),1,1,0,0,1
Data Scientist,RetailPulse Systems,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$111K-$190K (Glassdoor est.),1,1,1,0,0
Data Analyst,TechCorp Solutions,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$115K-$183K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,Fintech Innovations,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$88K-$169K (Glassdoor est.),0,0,0,0,0
Data Scientist,TechCorp Solutions,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$47K-$130K (Glassdoor est.),1,1,0,0,1
Data Engineer,Fintech Innovations,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$56K-$172K (Glassdoor est.),1,1,1,0,0
Data Engineer,DataMetrics Inc,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$60K-$136K (Glassdoor est.),1,1,1,0,0
Data Engineer,Global Health Analytics,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$75K-$133K (Glassdoor est.),1,1,0,0,1
Business Analyst,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$62K-$156K (Glassdoor est.),1,1,0,1,1
Data Analyst,Fintech Innovations,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$76K-$160K (Glassdoor est.),1,1,0,1,1
Data Scientist,Fintech Innovations,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$63K-$166K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,RetailPulse Systems,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$93K-$168K (Glassdoor est.),1,1,1,0,0
Data Scientist,TechCorp Solutions,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$92K-$135K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,Global Health Analytics,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$73K-$186K (Glassdoor est.),1,1,0,0,1
Data Engineer,Fintech Innovations,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$41K-$160K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Fintech Innovations,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$102K-$163K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,Fintech Innovations,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$44K-$171K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$66K-$173K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$116K-$186K (Glassdoor est.),0,0,0,0,0
Data Analyst,RetailPulse Systems,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$83K-$189K (Glassdoor est.),1,1,1,0,0
Data Analyst,Fintech Innovations,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$80K-$183K (Glassdoor est.),1,1,1,0,0
Business Analyst,RetailPulse Systems,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$66K-$186K (Glassdoor est.),1,1,1,0,0
Data Analyst,RetailPulse Systems,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$58K-$173K (Glassdoor est.),1,1,1,0,0
Data Scientist,TechCorp Solutions,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$85K-$180K (Glassdoor est.),1,1,1,0,0
Data Scientist,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$84K-$138K (Glassdoor est.),1,1,0,1,1
Business Analyst,Global Health Analytics,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$116K-$167K (Glassdoor est.),1,1,1,0,0
Business Analyst,DataMetrics Inc,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$58K-$179K (Glassdoor est.),1,1,1,0,0
Junior Data Analyst,Fintech Innovations,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$117K-$141K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Global Health Analytics,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$42K-$145K (Glassdoor est.),1,1,1,0,0
Data Analyst,Global Health Analytics,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$68K-$164K (Glassdoor est.),1,1,1,0,0
Data Engineer,DataMetrics Inc,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$54K-$171K (Glassdoor est.),1,1,0,0,1
Data Analyst,DataMetrics Inc,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$83K-$150K (Glassdoor est.),1,1,0,1,1
Data Scientist,Global Health Analytics,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$97K-$142K (Glassdoor est.),1,0,1,0,0
Data Engineer,TechCorp Solutions,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$100K-$139K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,RetailPulse Systems,"Pune, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$83K-$154K (Glassdoor est.),1,1,0,0,1
Business Analyst,RetailPulse Systems,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$103K-$164K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$93K-$168K (Glassdoor est.),0,0,0,0,0
Data Engineer,Fintech Innovations,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$43K-$181K (Glassdoor est.),1,1,0,1,1
Data Engineer,TechCorp Solutions,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$78K-$141K (Glassdoor est.),1,1,0,1,1
Business Analyst,Fintech Innovations,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$95K-$178K (Glassdoor est.),1,1,1,0,0
Data Analyst,Fintech Innovations,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$110K-$176K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Global Health Analytics,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$81K-$136K (Glassdoor est.),1,1,0,0,1
Data Scientist,TechCorp Solutions,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$74K-$185K (Glassdoor est.),0,0,0,0,0
Data Analyst,Fintech Innovations,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$50K-$161K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Pune, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$43K-$188K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,DataMetrics Inc,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$119K-$185K (Glassdoor est.),0,0,0,0,0
Data Engineer,TechCorp Solutions,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$72K-$184K (Glassdoor est.),1,1,0,1,1
Data Scientist,TechCorp Solutions,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$83K-$184K (Glassdoor est.),1,0,1,0,0
Data Engineer,Fintech Innovations,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$109K-$190K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,TechCorp Solutions,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$47K-$154K (Glassdoor est.),1,1,0,0,1
Business Analyst,TechCorp Solutions,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$76K-$139K (Glassdoor est.),0,0,0,0,0
Data Engineer,DataMetrics Inc,"Pune, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$99K-$159K (Glassdoor est.),1,0,1,0,0
Data Scientist,TechCorp Solutions,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$85K-$171K (Glassdoor est.),0,0,0,0,0
Data Scientist,Fintech Innovations,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$112K-$178K (Glassdoor est.),1,1,1,0,0
Data Engineer,Fintech Innovations,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$94K-$159K (Glassdoor est.),1,1,1,0,0
Business Analyst,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$112K-$156K (Glassdoor est.),1,0,1,0,0
Data Scientist,DataMetrics Inc,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$59K-$183K (Glassdoor est.),1,1,0,0,1
Data Scientist,Global Health Analytics,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$90K-$153K (Glassdoor est.),1,0,1,0,0
Data Scientist,DataMetrics Inc,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$89K-$162K (Glassdoor est.),0,0,0,0,0
Data Scientist,DataMetrics Inc,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$50K-$147K (Glassdoor est.),0,0,0,0,0
Data Engineer,Global Health Analytics,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$100K-$177K (Glassdoor est.),0,0,0,0,0
Data Scientist,DataMetrics Inc,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$62K-$172K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$75K-$159K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,DataMetrics Inc,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$67K-$177K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,TechCorp Solutions,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$60K-$168K (Glassdoor est.),1,1,1,0,0
Data Analyst,RetailPulse Systems,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$118K-$148K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$108K-$179K (Glassdoor est.),0,0,0,0,0
Data Analyst,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$120K-$189K (Glassdoor est.),1,1,0,1,1
Data Analyst,Global Health Analytics,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$66K-$190K (Glassdoor est.),1,1,0,1,1
Data Scientist,RetailPulse Systems,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$95K-$160K (Glassdoor est.),1,0,1,0,0
Data Analyst,Global Health Analytics,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$48K-$141K (Glassdoor est.),1,1,0,0,1
Business Analyst,Global Health Analytics,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$40K-$144K (Glassdoor est.),1,1,0,1,1
Data Engineer,RetailPulse Systems,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$40K-$134K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$87K-$140K (Glassdoor est.),1,1,1,0,0
Data Engineer,RetailPulse Systems,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$77K-$134K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$43K-$170K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,RetailPulse Systems,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$57K-$162K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,Fintech Innovations,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$103K-$144K (Glassdoor est.),1,1,0,1,1
Data Scientist,DataMetrics Inc,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$57K-$180K (Glassdoor est.),1,1,1,0,0
Business Analyst,RetailPulse Systems,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$80K-$189K (Glassdoor est.),1,1,1,0,0
Business Analyst,RetailPulse Systems,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$44K-$186K (Glassdoor est.),1,1,0,0,1
Data Scientist,DataMetrics Inc,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$112K-$164K (Glassdoor est.),1,1,1,0,0
Data Engineer,Fintech Innovations,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$116K-$135K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,RetailPulse Systems,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$116K-$161K (Glassdoor est.),0,0,0,0,0
Data Analyst,TechCorp Solutions,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$56K-$133K (Glassdoor est.),1,1,0,1,1
Data Analyst,Global Health Analytics,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$97K-$168K (Glassdoor est.),0,0,0,0,0
Data Analyst,DataMetrics Inc,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$110K-$172K (Glassdoor est.),1,1,0,1,1
Data Scientist,Global Health Analytics,"Pune, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$57K-$178K (Glassdoor est.),1,1,0,0,1
Data Scientist,TechCorp Solutions,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$89K-$171K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,DataMetrics Inc,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$82K-$181K (Glassdoor est.),1,0,1,0,0
Business Analyst,Fintech Innovations,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$105K-$149K (Glassdoor est.),1,1,1,0,0
Data Analyst,RetailPulse Systems,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$94K-$149K (Glassdoor est.),1,1,0,1,1
Data Scientist,TechCorp Solutions,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$59K-$135K (Glassdoor est.),1,0,1,0,0
Data Analyst,Global Health Analytics,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$83K-$162K (Glassdoor est.),1,0,1,0,0
